user_id,date,steps,calories_burned,distance_km,active_minutes,sleep_hours,heart_rate_avg,workout_type,weather_conditions,location,mood
940,01-01-2023,22737,1608.96,16.18,19,2.5,158,Running,Fog,Office,Tired
610,01-01-2023,5216,2169.63,8.09,1412,5.9,102,Gym Workout,Clear,Home,Neutral
445,01-01-2023,4526,2151.28,10.35,817,4,163,Gym Workout,Clear,Gym,Tired
438,01-01-2023,2667,1728.91,15.85,1349,1.2,170,Yoga,Snow,Office,Neutral
578,01-01-2023,909,1586.55,7.35,272,2.4,179,Cycling,Fog,Home,Happy
636,01-01-2023,29136,2211.44,8.86,1159,5.5,108,Cycling,Rain,Gym,Neutral
260,01-01-2023,13788,2004.98,15.93,1040,5.1,178,Running,Snow,Other,Happy
120,01-01-2023,17896,3064.94,5.11,902,1.3,89,Gym Workout,Fog,Office,Neutral
212,01-01-2023,4254,1890.06,3.66,605,11.9,175,Swimming,Rain,Office,Tired
56,01-01-2023,21550,3759.77,19.29,620,4.9,70,Running,Fog,Office,Stressed
20,01-01-2023,24476,2598.45,18.1,1415,3.5,149,Yoga,Rain,Other,Stressed
227,01-01-2023,17562,3451.19,13.26,1037,0.2,104,None,Clear,Office,Happy
139,01-01-2023,17215,2571.67,1.37,2,1.7,69,Cycling,Snow,Gym,Happy
221,01-01-2023,24478,1973.66,13.77,1254,0.5,176,Yoga,Clear,Gym,Neutral
744,01-01-2023,28799,3057.42,10.03,367,8.3,163,Walking,Clear,Office,Happy
458,01-01-2023,4366,3536.94,10.85,84,8,177,Cycling,Fog,Other,Happy
648,01-01-2023,11778,2353.17,17.44,817,11.5,119,Cycling,Snow,Office,Happy
924,01-01-2023,29796,2118.85,13.9,58,10,82,Running,Rain,Home,Happy
988,01-01-2023,23688,3737.05,15.95,939,4.3,157,Running,Snow,Home,Neutral
796,01-01-2023,27778,3327.52,6.68,942,8.5,83,Swimming,Clear,Office,Happy
583,01-01-2023,633,2366.39,9.24,995,1.3,172,Cycling,Clear,Other,Neutral
229,01-01-2023,17292,3904.65,14.35,1223,9.5,96,Swimming,Rain,Office,Neutral
473,01-01-2023,4838,1774.71,15.56,952,0.5,157,None,Snow,Gym,Tired
756,01-01-2023,7027,2342.92,11.94,1193,11.4,104,Gym Workout,Clear,Gym,Happy
862,01-01-2023,3482,2366.9,13.05,759,5.2,80,Gym Workout,Clear,Office,Stressed
555,01-01-2023,9610,1901.66,8.83,1347,8.5,83,Yoga,Snow,Park,Neutral
29,01-01-2023,27865,3033.12,19.16,238,11.1,124,Cycling,Clear,Park,Tired
459,01-01-2023,8172,1504.07,17.38,1207,0.8,143,Cycling,Fog,Home,Happy
303,01-01-2023,16990,1717.38,0.42,1270,11.9,130,Cycling,Rain,Office,Neutral
259,01-01-2023,14816,2871.51,13.52,628,7,157,Yoga,Rain,Park,Stressed
19,01-01-2023,11476,1887.38,19.35,412,3,161,Walking,Clear,Home,Tired
396,01-01-2023,35,1696.92,4.7,1019,0.9,154,Yoga,Snow,Office,Neutral
83,01-01-2023,21183,2643.12,5,339,4.5,143,Running,Fog,Office,Happy
663,01-01-2023,9190,2686.56,16.8,483,8.5,72,Yoga,Fog,Other,Tired
157,01-01-2023,21308,2107.95,7.99,1024,4.2,140,None,Rain,Office,Neutral
543,01-01-2023,17687,3515,17.41,1136,2,157,Swimming,Snow,Other,Tired
364,01-01-2023,9468,3712.98,7.09,218,0.1,103,Gym Workout,Clear,Office,Tired
250,01-01-2023,16838,2190.02,2.43,1097,3.4,105,None,Fog,Office,Neutral
637,01-01-2023,3361,3450.55,14.87,545,4.6,163,Cycling,Fog,Office,Happy
275,01-01-2023,22861,1583.38,17.06,1225,1.6,60,Swimming,Fog,Gym,Tired
552,01-01-2023,9089,1554.91,12.08,734,9.2,165,Running,Clear,Gym,Happy
487,01-01-2023,1771,3828.32,16.41,118,4.7,129,Walking,Snow,Park,Happy
990,01-01-2023,27597,2182.4,0.99,234,9.2,115,None,Fog,Other,Tired
694,01-01-2023,25438,3068.07,14.23,514,4.2,65,Walking,Fog,Gym,Happy
939,01-01-2023,18359,1786.68,3.93,287,5.7,158,Walking,Clear,Home,Neutral
632,01-01-2023,19857,2691.7,11.22,1252,1.1,148,Yoga,Snow,Park,Tired
325,01-01-2023,11513,3355.76,16.68,1110,7.4,139,Yoga,Clear,Office,Stressed
187,01-01-2023,13000,3416.44,8.7,252,5.4,167,Running,Snow,Office,Neutral
124,01-01-2023,29796,3762.49,8.76,682,0.7,72,Walking,Clear,Other,Happy
181,01-01-2023,17834,2743.05,9.15,1273,9.5,74,Walking,Snow,Office,Happy
286,01-01-2023,23275,2900.87,11.01,918,2.5,64,None,Snow,Park,Tired
979,01-01-2023,1273,2706.8,10.56,1012,11.5,138,None,Clear,Office,Happy
843,01-01-2023,167,2135.04,2.02,792,0.6,96,Running,Clear,Gym,Neutral
692,01-01-2023,5554,3244.46,11.93,541,5.3,162,Yoga,Rain,Office,Happy
234,01-01-2023,1698,1957.24,5.35,563,11.2,135,Walking,Fog,Office,Stressed
276,01-01-2023,12423,1745.92,14.36,817,0.5,135,Walking,Clear,Other,Happy
223,01-01-2023,16126,3991.8,7.39,818,1.6,76,Gym Workout,Clear,Gym,Tired
776,01-01-2023,5567,1569.99,18.39,144,0.3,95,Swimming,Snow,Gym,Tired
515,01-01-2023,29939,2351.68,4.9,27,0.8,78,None,Fog,Gym,Neutral
972,01-01-2023,21039,2097.78,1.29,967,9,69,Cycling,Fog,Home,Happy
856,01-01-2023,19588,2592.02,3.42,970,7.4,125,Yoga,Fog,Park,Neutral
613,01-01-2023,1150,3278.72,16.97,1177,6.7,72,Cycling,Clear,Other,Stressed
849,01-01-2023,25288,3608.07,6.9,395,9.4,78,Swimming,Clear,Home,Stressed
30,01-01-2023,5811,3376.83,11.12,653,8.5,172,Walking,Clear,Park,Tired
305,01-01-2023,1334,2276.29,15.71,1229,11.4,146,Cycling,Clear,Park,Tired
433,01-01-2023,16008,3929.24,5.33,569,7.2,86,Walking,Fog,Park,Happy
760,01-01-2023,24124,2020.01,7.54,79,1.7,159,Gym Workout,Clear,Home,Stressed
260,01-01-2023,3410,1648.04,16.15,1278,10.2,82,Walking,Snow,Other,Tired
267,01-01-2023,10996,1662.72,4.37,1405,8.5,101,Swimming,Snow,Gym,Neutral
615,01-01-2023,2191,2506.11,11.08,970,7.5,98,Running,Clear,Park,Stressed
2,01-01-2023,953,1787.73,14.04,454,2,76,Gym Workout,Clear,Gym,Happy
607,01-01-2023,19722,1901.06,14.37,1116,8.3,131,Running,Fog,Park,Neutral
12,01-01-2023,16077,1533.08,0.91,479,6.5,96,Cycling,Rain,Gym,Stressed
2,01-01-2023,3383,2861.2,3.99,932,0.1,134,None,Fog,Home,Tired
25,01-01-2023,5293,2118.83,0.81,913,7.5,102,Swimming,Snow,Office,Happy
37,01-01-2023,22859,3876.9,4.06,247,9.2,90,Cycling,Clear,Other,Neutral
958,01-01-2023,28541,2345.14,11.96,1296,1.1,103,Cycling,Snow,Office,Neutral
165,01-01-2023,14724,1863.22,3.55,311,11.6,71,Swimming,Rain,Gym,Neutral
623,01-01-2023,14384,2738.31,18.82,427,9.6,169,Swimming,Clear,Other,Stressed
714,01-01-2023,7352,2243.8,3.14,1216,0.6,61,Running,Clear,Office,Happy
63,01-01-2023,25410,2960.14,19.91,1277,8.9,154,None,Fog,Gym,Stressed
159,01-01-2023,21677,3420.35,11.93,1396,9.5,158,Swimming,Rain,Office,Stressed
377,01-01-2023,29013,2810.09,8.93,882,1,106,Running,Rain,Office,Stressed
827,01-01-2023,11249,2420.41,1.18,1190,9.3,84,Running,Snow,Office,Happy
468,01-01-2023,29237,3285.3,7.19,512,0.3,159,Swimming,Snow,Office,Stressed
406,01-01-2023,16874,3600.97,6.97,90,0.9,177,Gym Workout,Fog,Office,Neutral
267,01-01-2023,22231,2654.66,17.1,996,0.2,160,Running,Snow,Other,Happy
562,01-01-2023,17718,2060.42,16.37,393,7.1,134,Swimming,Clear,Gym,Neutral
77,01-01-2023,3743,2118.13,18.88,1096,2.1,102,None,Clear,Park,Stressed
827,01-01-2023,21697,2333.16,9.16,476,6.5,137,Running,Clear,Park,Stressed
725,01-01-2023,21881,3031.23,3.88,568,9.2,128,Walking,Snow,Gym,Happy
652,01-01-2023,10853,3495.56,16.62,389,10.3,142,None,Fog,Office,Stressed
151,01-01-2023,19627,2217.77,4.95,1001,3.3,164,Swimming,Rain,Other,Tired
93,01-01-2023,5817,2174.54,10.94,561,5.9,85,Running,Rain,Home,Tired
751,01-01-2023,20988,2074.56,2.95,802,5.9,148,Yoga,Rain,Office,Tired
608,01-01-2023,8360,3013.73,7.3,301,0.8,142,Yoga,Clear,Office,Neutral
338,01-01-2023,7312,1653.94,19.74,675,0.7,123,Gym Workout,Clear,Gym,Stressed
466,01-01-2023,463,2936.41,11.19,1162,6.1,96,Swimming,Fog,Other,Happy
141,01-01-2023,7174,2478.03,1.01,1328,7.8,95,Running,Rain,Office,Stressed
701,01-01-2023,6647,2228.31,9.42,322,4.1,139,Swimming,Rain,Other,Stressed
610,01-01-2023,16358,2042.97,2.74,1181,0.7,135,Yoga,Clear,Office,Happy
241,01-01-2023,23129,3999.85,11.96,506,9.1,99,None,Clear,Park,Tired
417,01-01-2023,5864,3386.26,2.77,51,1.2,61,None,Snow,Park,Tired
342,01-01-2023,16267,2305.33,7.97,1047,0.7,93,Gym Workout,Rain,Park,Tired
361,01-01-2023,12296,1511.79,1.91,1042,11.5,168,Yoga,Fog,Home,Neutral
16,01-01-2023,267,1870.4,0.27,1164,9.9,88,Cycling,Clear,Other,Happy
694,01-01-2023,11211,2619.59,17.39,935,3.6,64,Cycling,Fog,Park,Happy
694,01-01-2023,16233,2630.72,12.88,560,2.3,176,Gym Workout,Snow,Park,Happy
526,01-01-2023,6671,3707.17,14.43,270,11.3,138,None,Rain,Other,Happy
309,01-01-2023,18297,2635.01,16.14,1299,8.5,151,Swimming,Snow,Home,Happy
130,01-01-2023,27866,3966.9,3.96,445,0.7,153,Walking,Fog,Office,Tired
653,01-01-2023,292,3661.8,10.99,533,7.4,106,Swimming,Clear,Gym,Stressed
421,01-01-2023,23725,3425.97,2.71,161,1.8,80,Running,Rain,Other,Neutral
261,01-01-2023,26677,3887.39,6.61,1147,4.9,95,Yoga,Clear,Home,Tired
209,01-01-2023,25997,2277.85,17.69,46,10.1,152,Gym Workout,Rain,Gym,Tired
222,01-01-2023,19769,2190.71,3.14,618,10.7,160,None,Snow,Park,Neutral
334,01-01-2023,16952,3445.53,11.73,1438,9.8,179,Cycling,Fog,Office,Happy
90,01-01-2023,26604,3993.61,15.96,1338,5.1,143,Running,Clear,Home,Tired
121,01-01-2023,13187,2820.5,19.38,1370,9.6,103,Cycling,Fog,Home,Neutral
330,01-01-2023,5417,3068.29,8.01,1021,1.4,163,Walking,Fog,Park,Stressed
669,01-01-2023,12783,3327.93,1.67,380,7.4,62,Swimming,Snow,Home,Neutral
241,01-01-2023,29862,2050.89,8.85,364,7.7,108,Swimming,Snow,Home,Neutral
139,01-01-2023,28639,2194.05,16.07,853,9.9,167,Gym Workout,Fog,Park,Happy
252,01-01-2023,11097,2037.58,13.5,1333,7.6,177,Cycling,Fog,Other,Neutral
454,01-01-2023,15252,2723.22,19.66,1353,6.9,113,Walking,Snow,Office,Neutral
55,01-01-2023,17955,2221.95,8.65,1156,4.9,73,Gym Workout,Snow,Other,Stressed
837,01-01-2023,10932,2442.5,7.53,236,9.1,158,Running,Clear,Other,Tired
272,01-01-2023,11881,2007.23,1.17,605,4.1,125,None,Snow,Home,Neutral
671,01-01-2023,24360,1642.29,9.83,1276,8.3,121,Yoga,Snow,Gym,Neutral
308,01-01-2023,26656,2027.2,18.52,529,0.8,164,Walking,Clear,Park,Neutral
406,01-01-2023,21568,3925.09,3.5,1311,9.5,135,Running,Rain,Gym,Tired
419,01-01-2023,25212,2176.79,10.54,1218,11.5,73,Running,Fog,Office,Stressed
720,01-01-2023,23403,2307.96,5.87,1333,9.8,167,None,Snow,Park,Stressed
53,01-01-2023,4505,3507.23,14.31,289,6.3,89,Walking,Snow,Home,Neutral
710,01-01-2023,17821,2759.34,4.69,1029,3.7,154,Yoga,Fog,Park,Tired
934,01-01-2023,27028,2847.81,13.86,716,3.7,137,Swimming,Clear,Park,Neutral
951,01-01-2023,10660,3569.28,3.46,744,8.9,150,Running,Fog,Office,Tired
40,01-01-2023,18020,2007.65,12.96,1165,5.6,134,Gym Workout,Rain,Home,Stressed
82,01-01-2023,4604,2837.02,10.59,228,4.1,130,Gym Workout,Clear,Office,Stressed
16,01-01-2023,12882,2482.05,14.96,892,7.1,148,Cycling,Rain,Home,Stressed
285,01-01-2023,11144,1895,11.04,989,8.9,130,Running,Snow,Other,Tired
761,01-01-2023,5111,3112.83,7,310,3.7,72,Cycling,Clear,Park,Happy
742,01-01-2023,8017,3992.53,5.21,1222,4.5,146,Yoga,Fog,Other,Neutral
137,01-01-2023,13943,1665.25,11.87,1170,4.9,94,None,Fog,Park,Neutral
994,01-01-2023,14594,2509.13,12.53,662,0.9,127,Walking,Snow,Gym,Neutral
586,01-01-2023,13254,1740.55,6.64,1068,8.1,95,None,Clear,Other,Stressed
680,01-01-2023,26431,3837.31,11.52,313,5.5,123,Yoga,Rain,Gym,Tired
42,01-01-2023,15906,3092.76,18.38,1145,1.1,154,Walking,Rain,Other,Stressed
361,01-01-2023,15015,3297.08,6.32,1123,10.7,69,None,Rain,Gym,Stressed
142,01-01-2023,15777,1541.95,13.3,1406,10.6,137,None,Fog,Home,Happy
834,01-01-2023,14858,2509.1,4.3,1439,7.4,142,Swimming,Snow,Home,Neutral
797,01-01-2023,16030,1752.72,18.92,234,10.3,81,Cycling,Rain,Park,Stressed
621,01-01-2023,9007,3479.69,3.1,846,5.1,152,Running,Rain,Gym,Tired
138,01-01-2023,1849,1567.75,0,1046,1.8,142,Walking,Rain,Office,Stressed
721,01-01-2023,24977,1528.3,19.63,1266,11.3,167,Gym Workout,Clear,Other,Stressed
103,01-01-2023,16704,1884.37,13.38,700,10.9,119,None,Fog,Home,Tired
81,01-01-2023,4794,1954.05,17,586,4.6,161,Swimming,Rain,Park,Tired
909,01-01-2023,21410,1886.86,2.13,589,7.1,104,Yoga,Snow,Office,Tired
759,01-01-2023,7154,2471.87,11.26,285,8.3,123,Yoga,Snow,Office,Stressed
354,01-01-2023,5405,1990.1,11.29,584,7.2,93,None,Rain,Other,Happy
646,01-01-2023,7443,2000.79,5.82,61,4.6,83,None,Snow,Other,Stressed
598,01-01-2023,10085,3800.85,0.69,1210,11.6,74,Gym Workout,Rain,Park,Stressed
658,01-01-2023,27680,2424.31,14.23,265,1.2,126,Walking,Fog,Park,Happy
541,01-01-2023,14222,3376.01,4.65,1008,8.8,162,Swimming,Rain,Gym,Tired
594,01-01-2023,22639,3496.26,6.76,847,11.4,116,Running,Rain,Other,Happy
639,01-01-2023,17758,1613.62,2.02,1138,0.2,87,Cycling,Fog,Other,Neutral
195,01-01-2023,2258,2675.35,4.35,1317,5,119,Gym Workout,Fog,Home,Neutral
559,01-01-2023,29101,3659.43,3.43,363,2.7,76,Walking,Fog,Home,Stressed
80,01-01-2023,5958,3864.26,16.8,697,4.5,112,Swimming,Rain,Office,Happy
620,01-01-2023,22294,3516.81,2.54,1224,11.1,108,Running,Clear,Gym,Stressed
954,01-01-2023,25940,2552.14,4.28,1229,0.8,166,Swimming,Clear,Gym,Neutral
139,01-01-2023,12261,1991.71,13.16,1372,5.9,137,Walking,Fog,Other,Happy
359,01-01-2023,7162,3356.35,5.86,736,0.8,87,None,Snow,Gym,Tired
367,01-01-2023,15514,3352.79,10.31,123,6.3,122,Swimming,Snow,Office,Neutral
956,01-01-2023,18198,2886.95,11.26,1352,7.8,127,Swimming,Clear,Home,Stressed
725,01-01-2023,19551,3180.95,2.94,458,2.8,149,None,Rain,Gym,Stressed
162,01-01-2023,3140,3802.03,18.79,534,8.7,141,Yoga,Rain,Other,Neutral
927,01-01-2023,8736,2501.8,14.72,1208,11.1,72,Cycling,Fog,Other,Happy
341,01-01-2023,16790,3993.02,19.54,426,10.9,150,Yoga,Clear,Office,Happy
40,01-01-2023,2898,3226.76,5.52,1415,8.8,112,None,Rain,Gym,Neutral
6,01-01-2023,10325,1967.18,1.56,1098,9,86,Gym Workout,Snow,Gym,Neutral
230,01-01-2023,7709,1944.79,1.03,761,1.4,87,None,Fog,Gym,Neutral
999,01-01-2023,13833,3227.42,12.35,1289,8.6,161,Cycling,Snow,Home,Happy
696,01-01-2023,20877,2940.48,1.22,794,9.6,90,Swimming,Rain,Park,Tired
822,01-01-2023,6883,2677.14,18.09,989,10.4,126,Swimming,Snow,Home,Happy
881,01-01-2023,2545,3204.03,3.95,479,11.9,166,Swimming,Clear,Park,Stressed
99,01-01-2023,2493,3554.42,10.95,763,5.8,97,Swimming,Clear,Park,Neutral
66,01-01-2023,21927,2816.41,5.76,423,4.4,149,Yoga,Rain,Park,Happy
662,01-01-2023,13936,3479.54,3.51,117,3.6,125,Yoga,Fog,Park,Stressed
572,01-01-2023,22253,1542.43,1.95,1166,8.3,67,Swimming,Snow,Office,Happy
558,01-01-2023,4746,2558.62,16.62,1365,9.1,72,Running,Snow,Park,Tired
331,01-01-2023,13048,3599.35,5.57,534,9.5,140,None,Fog,Home,Happy
392,01-01-2023,10047,2101.91,12.46,0,10.5,105,Cycling,Fog,Other,Neutral
961,01-01-2023,26994,3029.84,19.37,862,2.7,110,Walking,Snow,Gym,Happy
563,01-01-2023,22478,1966.54,12.07,1133,9.2,171,Yoga,Rain,Park,Tired
770,01-01-2023,26003,2434.31,6.23,1222,9.9,167,None,Clear,Gym,Happy
10,01-01-2023,9961,2077.1,7.82,274,11.3,149,None,Rain,Park,Happy
863,01-01-2023,18347,3462.46,12.71,446,8,84,Yoga,Clear,Park,Tired
791,01-01-2023,2696,3430.9,9.83,257,10.7,107,Gym Workout,Fog,Other,Neutral
695,01-01-2023,3106,3130.39,14.75,19,9.6,85,Gym Workout,Fog,Park,Stressed
392,01-01-2023,9979,2211.47,0.38,750,0.3,128,Walking,Fog,Other,Happy
657,01-01-2023,18258,3357.4,5.94,603,1.2,156,Swimming,Fog,Park,Stressed
95,01-01-2023,11513,1858.01,0.55,1015,1,60,Yoga,Snow,Home,Neutral
553,01-01-2023,13905,3609.75,11.57,693,7.8,69,Running,Fog,Park,Neutral
18,01-01-2023,22242,2705.94,3.73,303,6.8,151,Swimming,Rain,Office,Stressed
874,01-01-2023,3807,3407.3,10.91,999,8.7,104,Swimming,Clear,Gym,Happy
731,01-01-2023,25734,3903.49,13.97,1404,8.6,176,Swimming,Rain,Park,Neutral
404,01-01-2023,9932,1567.78,0.85,1109,7.8,88,Running,Fog,Office,Tired
513,01-01-2023,22534,3461.58,0.26,929,3.3,76,Yoga,Fog,Office,Stressed
413,01-01-2023,9981,3751.37,1.35,1167,8.9,150,None,Clear,Home,Neutral
877,01-01-2023,4079,3989.02,16.88,871,4.3,103,Gym Workout,Clear,Home,Tired
899,01-01-2023,9102,2048.83,15.69,278,9.7,136,Swimming,Snow,Park,Stressed
947,01-01-2023,15092,2496.16,16.86,278,10.6,122,None,Fog,Other,Stressed
131,01-01-2023,12888,3280.93,10.79,468,9.4,123,Yoga,Fog,Office,Stressed
481,01-01-2023,25475,1719.47,15.23,190,2.5,123,Cycling,Snow,Other,Tired
824,01-01-2023,19585,1533.05,10.68,769,6.3,79,Swimming,Clear,Gym,Neutral
276,01-01-2023,9456,2650.22,7.17,599,4.4,156,Cycling,Fog,Park,Happy
199,01-01-2023,23352,3447.59,2.21,1250,5.9,128,Walking,Rain,Park,Happy
75,01-01-2023,28397,2447.79,0.5,658,7.1,94,None,Fog,Home,Tired
675,01-01-2023,18522,3406.69,18.44,1149,4.2,74,Running,Clear,Gym,Happy
481,01-01-2023,27719,3407.25,1.94,1388,2.3,77,Yoga,Fog,Home,Happy
39,01-01-2023,10474,3261.81,5.04,1153,1.1,140,Swimming,Fog,Gym,Neutral
330,01-01-2023,16427,2506.07,3.9,368,5.9,108,Swimming,Clear,Office,Happy
411,01-01-2023,28449,2668.85,12.16,293,0.5,102,Running,Clear,Home,Happy
888,01-01-2023,7262,2907.28,15.06,1425,0.2,113,Cycling,Clear,Other,Stressed
969,01-01-2023,23441,1614.74,11.42,1029,2.8,101,Swimming,Snow,Office,Tired
539,01-01-2023,2848,2419.95,2.1,577,5.6,153,Cycling,Snow,Park,Happy
97,01-01-2023,3614,2317.02,3.5,38,0.9,89,Cycling,Rain,Home,Tired
600,01-01-2023,7565,2559.25,8.98,556,2,69,Cycling,Fog,Gym,Happy
124,01-01-2023,14376,2688.94,12.84,839,5,157,Cycling,Snow,Gym,Neutral
374,01-01-2023,21420,2125.26,19.62,360,11.6,123,Walking,Fog,Office,Happy
927,01-01-2023,7039,3241.44,11.45,856,4.3,103,None,Rain,Gym,Happy
493,01-01-2023,4864,3218.4,15.74,816,0.2,132,Yoga,Fog,Home,Neutral
236,01-01-2023,4834,3589.59,15.71,412,11,134,Cycling,Snow,Home,Tired
656,01-01-2023,8884,2144.99,8.87,410,8.8,121,Swimming,Fog,Gym,Stressed
725,01-01-2023,24013,2868.71,12.98,1277,10.9,89,None,Rain,Gym,Happy
796,01-01-2023,4156,2810.94,10.25,45,9,112,Cycling,Fog,Other,Neutral
528,01-01-2023,29972,3722.18,19.75,124,6.7,120,Running,Clear,Park,Neutral
557,01-01-2023,854,3800.06,6.8,1022,11.7,101,Yoga,Clear,Home,Happy
139,01-01-2023,9314,3065.79,1.51,470,9.5,167,None,Snow,Other,Neutral
456,01-01-2023,17997,1777.32,18.24,1345,9.1,106,Swimming,Fog,Office,Stressed
389,01-01-2023,13855,3107.64,4.73,1328,7.2,146,Walking,Snow,Other,Tired
390,01-01-2023,23997,3100.8,5.98,50,2.3,75,Walking,Fog,Gym,Happy
250,01-01-2023,11418,3281.83,12.05,244,8.5,117,Swimming,Clear,Park,Neutral
146,01-01-2023,4520,2361.52,7.99,273,3.9,83,None,Clear,Park,Tired
27,01-01-2023,21310,1801.13,2.72,139,11,119,Walking,Clear,Park,Happy
384,01-01-2023,23562,2542.73,19.31,551,1.5,73,Cycling,Fog,Home,Neutral
713,01-01-2023,9032,3806.63,16.96,624,7.5,85,Running,Clear,Home,Tired
699,01-01-2023,25027,2725.63,12.28,193,10.8,123,Yoga,Fog,Park,Neutral
261,01-01-2023,20095,2497.59,0.8,254,4.5,66,Cycling,Clear,Gym,Happy
516,01-01-2023,8095,2188.3,16.92,532,4.4,77,Yoga,Clear,Gym,Happy
807,01-01-2023,3349,1935.12,10.49,873,3.5,83,Yoga,Rain,Park,Happy
253,01-01-2023,4302,2534.37,14.27,122,11.8,114,Cycling,Fog,Gym,Neutral
726,01-01-2023,20999,2294.63,1.72,390,2.7,139,Yoga,Fog,Park,Tired
748,01-01-2023,15142,2462.6,17.23,513,3.7,138,Swimming,Snow,Park,Neutral
138,01-01-2023,22715,2347.39,5.92,398,2.2,158,Swimming,Fog,Park,Happy
16,01-01-2023,19438,2592.29,15.14,935,9.9,144,Running,Snow,Gym,Stressed
282,01-01-2023,19202,1702.39,9.45,560,0.4,148,Walking,Snow,Gym,Stressed
238,01-01-2023,29209,2027.22,8.74,104,8.2,107,Yoga,Fog,Home,Happy
84,01-01-2023,23610,2344.15,4.54,256,9.5,72,Walking,Rain,Gym,Neutral
436,01-01-2023,26564,3889.18,15.29,62,0.5,73,Running,Fog,Office,Happy
433,01-01-2023,10809,3735.39,13.98,576,0.2,99,Swimming,Fog,Home,Neutral
172,01-01-2023,4887,2288.03,14.18,1402,5.2,80,Swimming,Rain,Park,Tired
767,01-01-2023,15592,2573.03,0.76,793,10.7,154,Yoga,Fog,Gym,Happy
949,01-01-2023,5744,2763.78,11.32,771,1.6,161,None,Rain,Other,Neutral
471,01-01-2023,25184,3085.38,11.56,1201,1.8,66,None,Clear,Gym,Tired
480,01-01-2023,8391,1532.14,7.23,405,2.5,166,Running,Rain,Home,Happy
468,01-01-2023,6317,1700.44,12.53,513,12,134,Gym Workout,Rain,Home,Tired
95,01-01-2023,6753,3145.31,12.28,1209,3.4,132,Gym Workout,Snow,Home,Stressed
823,01-01-2023,1822,3072.72,18.67,1355,6.6,76,Gym Workout,Rain,Gym,Tired
959,01-01-2023,10328,3197.06,7.74,473,7.6,172,Gym Workout,Fog,Park,Happy
782,01-01-2023,7563,3902.87,18.94,95,8.3,169,Running,Rain,Other,Stressed
270,01-01-2023,17656,3987.32,14.4,267,8,94,Walking,Fog,Park,Tired
615,01-01-2023,14640,2220.4,6.37,335,3.5,115,Running,Snow,Home,Stressed
956,01-01-2023,21494,3003.06,13.35,1268,4.5,123,None,Fog,Home,Neutral
430,01-01-2023,21567,1936.77,11.46,474,4.2,120,None,Clear,Home,Tired
500,01-01-2023,14992,3340,8.94,1078,0,89,Cycling,Clear,Gym,Stressed
979,01-01-2023,20490,3149.3,18.38,862,0.9,148,Swimming,Rain,Home,Tired
591,01-01-2023,24186,2409.8,17.37,895,2.3,155,Swimming,Clear,Park,Neutral
943,01-01-2023,19953,2457.23,2.37,453,1.6,82,Swimming,Rain,Office,Happy
134,01-01-2023,22537,1534.54,6.82,320,0.2,136,Running,Snow,Other,Neutral
302,01-01-2023,4473,3434,19.58,311,0.8,92,Running,Fog,Gym,Happy
363,01-01-2023,8559,2172.95,9.35,1388,6.7,67,Yoga,Rain,Home,Neutral
887,01-01-2023,14291,2981.85,10.36,1298,10.6,135,Cycling,Clear,Park,Stressed
556,01-01-2023,22986,2945.68,0.19,825,2.7,118,None,Snow,Home,Neutral
616,01-01-2023,227,3542.88,14.63,1139,11.5,142,Swimming,Fog,Gym,Happy
688,01-01-2023,4902,3942.55,4.67,10,11.8,109,Swimming,Fog,Gym,Stressed
760,01-01-2023,26312,3047.8,19.31,1044,0.3,179,Yoga,Fog,Gym,Stressed
745,01-01-2023,14716,3425.83,10.93,363,5.8,96,Walking,Snow,Gym,Neutral
196,01-01-2023,22968,2060.66,13.15,1147,11.4,144,Swimming,Snow,Other,Happy
691,01-01-2023,5818,2950.08,9.28,423,5.3,103,Gym Workout,Clear,Other,Tired
219,01-01-2023,1349,2037.94,11.64,997,4.8,75,None,Snow,Gym,Tired
983,01-01-2023,25830,3919.98,0.81,1129,3.3,125,Yoga,Fog,Gym,Stressed
393,01-01-2023,14395,3500.35,5.82,396,9.6,179,Gym Workout,Rain,Office,Happy
295,01-01-2023,9399,3586.99,19.1,449,4.6,141,Swimming,Rain,Park,Happy
646,01-01-2023,12132,3946.09,9.77,283,6,148,Running,Snow,Home,Tired
290,01-01-2023,25347,2949.53,15.99,34,5.1,72,Swimming,Snow,Office,Stressed
75,01-01-2023,22574,2451.37,18.12,834,7.7,78,Cycling,Fog,Office,Stressed
226,01-01-2023,19291,3174.52,17.41,678,10,115,Swimming,Fog,Office,Neutral
644,01-01-2023,19495,2015.57,15.25,711,4,145,Swimming,Clear,Home,Happy
603,01-01-2023,7990,3619.76,9.69,1003,0.9,76,Swimming,Snow,Gym,Neutral
658,01-01-2023,19614,2761.85,15.71,1337,6.6,171,None,Fog,Park,Stressed
454,01-01-2023,22775,3070.71,8.98,127,9.9,93,Walking,Rain,Other,Tired
589,01-01-2023,11088,3957.86,5.22,1265,3.5,61,Cycling,Rain,Park,Stressed
151,01-01-2023,27817,3327.31,17.78,244,11.7,70,None,Rain,Home,Tired
285,01-01-2023,14539,3187.49,0.38,605,2.4,123,Cycling,Rain,Other,Happy
926,01-01-2023,20396,1601.73,15.01,16,3.8,129,Running,Rain,Park,Neutral
567,01-01-2023,12943,1550.06,9.53,1002,7.3,72,Running,Rain,Office,Stressed
